variant,rr,sl_mode,scan_window,trades,wins,losses,time_exits,win_rate,avg_r,total_r,max_dd_r,avg_time_hours,annual_trades
RR1.0_HALF_standard,1.0,HALF,standard,522,276,244,2,52.87356321839081,0.06068732775811809,31.67878508973764,16.0,0.2703065134099617,103.2271250676773
RR8.0_HALF_extended,8.0,HALF,extended,523,61,461,1,11.663479923518166,0.05794669684317322,30.306122448979593,76.0,1.2590184831102613,103.42487818083377
RR1.0_HALF_extended,1.0,HALF,extended,523,276,247,0,52.77246653919694,0.055449330783938815,29.0,16.0,0.27823454429572975,103.42487818083377
RR8.0_HALF_standard,8.0,HALF,standard,522,51,449,22,9.770114942528735,0.04336304170037086,22.635507767593587,73.24323277122878,1.0646232439335888,103.2271250676773
RR6.0_HALF_extended,6.0,HALF,extended,523,77,445,1,14.722753346080305,0.03882623795215984,20.306122448979593,71.0,1.0441045251752707,103.42487818083377
RR6.0_HALF_standard,6.0,HALF,standard,522,74,437,11,14.17624521072797,0.03314674662405232,17.30260173775531,65.65913810969883,0.9432630906768837,103.2271250676773
RR1.5_HALF_standard,1.5,HALF,standard,522,215,305,2,41.18773946360153,0.03290954998034031,17.178785089737644,27.235849056603847,0.3875159642401022,103.2271250676773
RR1.5_HALF_extended,1.5,HALF,extended,523,215,308,0,41.10898661567878,0.027724665391969407,14.5,29.5,0.39521988527724666,103.42487818083377
RR2.0_HALF_standard,2.0,HALF,standard,522,173,343,6,33.14176245210728,0.009875845786594804,5.155191500602488,44.85705339735671,0.504757343550447,103.2271250676773
RR2.0_HALF_extended,2.0,HALF,extended,523,175,348,0,33.460803059273424,0.0038240917782026767,2.0,49.0,0.5268642447418738,103.42487818083377
RR6.0_FULL_extended,6.0,FULL,extended,523,71,443,9,13.575525812619501,-0.012307184973629991,-6.436657741208485,69.67925971762139,2.39238368387508,103.42487818083377
RR5.0_HALF_extended,5.0,HALF,extended,523,85,437,1,16.252390057361378,-0.01662309283177898,-8.693877551020407,84.0,0.9568514977692797,103.42487818083377
RR5.0_HALF_standard,5.0,HALF,standard,522,82,429,11,15.708812260536398,-0.01666168249472163,-8.69739826224469,78.93186538242617,0.8616858237547892,103.2271250676773
RR1.0_FULL_standard,1.0,FULL,standard,522,251,262,9,48.08429118773947,-0.021943334335477932,-11.454420523119481,48.45862220379176,0.7346743295019157,103.2271250676773
RR1.0_FULL_extended,1.0,FULL,extended,523,254,267,2,48.565965583174,-0.02402314510643068,-12.564104890663245,50.564104890663245,0.817208413001912,103.42487818083377
RR8.0_FULL_extended,8.0,FULL,extended,523,49,457,17,9.369024856596559,-0.03324878720837876,-17.389115709982093,79.3127001500979,2.789196940726578,103.42487818083377
RR5.0_FULL_extended,5.0,FULL,extended,523,80,434,9,15.296367112810708,-0.04481196508835273,-23.436657741208478,89.39758360302048,2.229859783301466,103.42487818083377
RR3.0_FULL_extended,3.0,FULL,extended,523,121,395,7,23.135755258126196,-0.049944891940971986,-26.12117848512835,77.86592638428807,1.6697578075207138,103.42487818083377
RR4.0_FULL_extended,4.0,FULL,extended,523,95,419,9,18.164435946462714,-0.05437219453385942,-28.436657741208478,90.39758360302048,2.026003824091778,103.42487818083377
RR4.0_FULL_standard,4.0,FULL,standard,522,85,404,33,16.28352490421456,-0.06203679757265239,-32.383208332924546,92.40598074360761,1.6226053639846743,103.2271250676773
RR6.0_FULL_standard,6.0,FULL,standard,522,52,424,46,9.961685823754788,-0.06427260981367057,-33.55030232273604,83.94073800414436,1.8452107279693486,103.2271250676773
RR3.0_FULL_standard,3.0,FULL,standard,522,113,385,24,21.64750957854406,-0.06530844175186777,-34.091006594474976,77.1640708153391,1.4034482758620688,103.2271250676773
RR1.5_FULL_standard,1.5,FULL,standard,522,188,319,15,36.015325670498086,-0.0661342995504273,-34.522104365323045,68.92765284734216,0.9649425287356321,103.2271250676773
RR4.0_HALF_standard,4.0,HALF,standard,522,93,419,10,17.81609195402299,-0.07135847203098741,-37.24912240017543,85.4835895203569,0.7757982120051086,103.2271250676773
RR1.5_FULL_extended,1.5,FULL,extended,523,192,327,4,36.7112810707457,-0.0722916813290778,-37.80854933510769,72.8085493351077,1.1534735500318674,103.42487818083377
RR4.0_HALF_extended,4.0,HALF,extended,523,97,426,0,18.54684512428298,-0.07265774378585087,-38.0,91.0,0.8620777565328235,103.42487818083377
RR5.0_FULL_standard,5.0,FULL,standard,522,63,417,42,12.068965517241379,-0.07302110841489742,-38.11701859257646,91.5638754804499,1.7448275862068965,103.2271250676773
RR3.0_HALF_standard,3.0,HALF,standard,522,115,399,8,22.03065134099617,-0.09425022480779767,-49.198617349670386,103.21086224762958,0.6732120051085567,103.2271250676773
RR8.0_FULL_standard,8.0,FULL,standard,522,33,434,55,6.321839080459771,-0.10083439605450994,-52.63555474045419,101.30688485389385,1.9842911877394636,103.2271250676773
RR3.0_HALF_extended,3.0,HALF,extended,523,117,406,0,22.37093690248566,-0.10516252390057361,-55.0,111.0,0.7405672402804334,103.42487818083377
RR2.0_FULL_standard,2.0,FULL,standard,522,148,358,16,28.35249042145594,-0.11419730508469725,-59.61099325421196,87.92765284734219,1.1357918263090676,103.2271250676773
RR2.0_FULL_extended,2.0,FULL,extended,523,152,366,5,29.063097514340345,-0.11460573888326572,-59.93880143594797,90.80854933510767,1.3465264499681326,103.42487818083377
