family_id,orb_time,direction,rr,sl_mode,baseline_trades,baseline_avg_r,baseline_win_rate,condition,filtered_trades,filtered_avg_r,filtered_win_rate,delta_avg_r,delta_win_rate,retention_pct
MGC_0900_UP_6.0R_FULL,0900,UP,6.0,FULL,499,0.03206412825651302,14.228456913827655,asia_bias=ABOVE,203,0.5369458128078818,21.182266009852217,0.5048816845513687,6.953809096024562,40.6813627254509
MGC_1000_UP_4.0R_HALF,1000,UP,4.0,HALF,488,0.39549180327868855,27.86885245901639,asia_bias=INSIDE,168,0.5238095238095238,30.357142857142854,0.1283177205308353,2.4882903981264626,34.42622950819672
MGC_1800_UP_3.0R_HALF,1800,UP,3.0,HALF,486,0.18724279835390947,29.629629629629626,asia_bias=ABOVE,198,0.5151515151515151,37.878787878787875,0.3279087167976057,8.24915824915825,40.74074074074074
MGC_2300_DOWN_4.0R_HALF,2300,DOWN,4.0,HALF,385,-0.17402597402597403,16.363636363636363,asia_bias=BELOW,119,0.5126050420168067,30.252100840336134,0.6866310160427807,13.88846447669977,30.909090909090907
MGC_1000_UP_6.0R_HALF,1000,UP,6.0,HALF,488,0.45286885245901637,20.69672131147541,pre_orb_trend=BULLISH,205,0.5121951219512195,21.463414634146343,0.059326269492203154,0.7666933226709318,42.00819672131148
MGC_2300_UP_8.0R_HALF,2300,UP,8.0,HALF,410,-0.13170731707317074,9.024390243902438,asia_bias=ABOVE,173,0.4913294797687861,15.606936416184972,0.6230367968419568,6.582546172282534,42.19512195121951
MGC_1000_UP_4.0R_HALF,1000,UP,4.0,HALF,488,0.39549180327868855,27.86885245901639,asia_bias=ABOVE,198,0.4898989898989899,29.797979797979796,0.09440718662030134,1.9291273389634043,40.57377049180328
MGC_1000_UP_6.0R_FULL,1000,UP,6.0,FULL,488,0.32172131147540983,18.647540983606557,pre_orb_trend=BULLISH,205,0.4878048780487805,20.975609756097562,0.16608356657337064,2.3280687724910045,42.00819672131148
MGC_1100_UP_6.0R_HALF,1100,UP,6.0,HALF,475,0.2168421052631579,17.263157894736842,asia_bias=ABOVE,196,0.4744897959183674,20.918367346938776,0.2576476906552095,3.655209452201934,41.26315789473684
MGC_1100_UP_4.0R_FULL,1100,UP,4.0,FULL,475,0.1431578947368421,22.105263157894736,asia_bias=ABOVE,196,0.4744897959183674,28.57142857142857,0.3313319011815253,6.466165413533833,41.26315789473684
MGC_1000_UP_4.0R_HALF,1000,UP,4.0,HALF,488,0.39549180327868855,27.86885245901639,pre_orb_trend=BULLISH,205,0.4682926829268293,29.268292682926827,0.07280087964814075,1.3994402239104353,42.00819672131148
MGC_2300_UP_6.0R_HALF,2300,UP,6.0,HALF,410,-0.12682926829268293,11.951219512195122,asia_bias=ABOVE,173,0.4682080924855491,20.23121387283237,0.595037360778232,8.279994360637248,42.19512195121951
MGC_1000_UP_8.0R_FULL,1000,UP,8.0,FULL,488,0.375,14.959016393442623,orb_size=SMALL,434,0.4470046082949309,15.898617511520738,0.07200460829493088,0.9396011180781159,88.9344262295082
MGC_2300_DOWN_3.0R_HALF,2300,DOWN,3.0,HALF,385,-0.12207792207792208,21.818181818181817,asia_bias=BELOW,119,0.44537815126050423,36.134453781512605,0.5674560733384263,14.316271963330788,30.909090909090907
MGC_1000_UP_3.0R_HALF,1000,UP,3.0,HALF,488,0.32786885245901637,33.19672131147541,pre_orb_trend=BULLISH,205,0.44390243902439025,36.09756097560975,0.11603358656537388,2.9008396641343452,42.00819672131148
MGC_2300_UP_4.0R_HALF,2300,UP,4.0,HALF,410,-0.024390243902439025,19.26829268292683,asia_bias=ABOVE,173,0.43352601156069365,28.32369942196532,0.4579162554631327,9.055406739038489,42.19512195121951
MGC_2300_UP_4.0R_FULL,2300,UP,4.0,FULL,410,-0.14634146341463414,15.609756097560975,asia_bias=ABOVE,173,0.43352601156069365,26.589595375722542,0.5798674749753278,10.979839278161567,42.19512195121951
MGC_1800_UP_3.0R_FULL,1800,UP,3.0,FULL,486,0.09259259259259259,27.160493827160494,asia_bias=ABOVE,198,0.41919191919191917,35.35353535353536,0.32659932659932656,8.193041526374863,40.74074074074074
MGC_1000_UP_4.0R_FULL,1000,UP,4.0,FULL,488,0.3401639344262295,26.639344262295083,asia_bias=INSIDE,168,0.4166666666666667,27.976190476190478,0.07650273224043719,1.3368462138953952,34.42622950819672
MGC_1000_UP_3.0R_HALF,1000,UP,3.0,HALF,488,0.32786885245901637,33.19672131147541,asia_bias=ABOVE,198,0.41414141414141414,35.35353535353536,0.08627256168239777,2.156814042059949,40.57377049180328
MGC_1000_UP_4.0R_FULL,1000,UP,4.0,FULL,488,0.3401639344262295,26.639344262295083,pre_orb_trend=BULLISH,205,0.40487804878048783,27.80487804878049,0.06471411435425833,1.1655337864854083,42.00819672131148
MGC_1000_UP_3.0R_FULL,1000,UP,3.0,FULL,488,0.2336065573770492,30.737704918032787,asia_bias=INSIDE,168,0.3869047619047619,34.523809523809526,0.15329820452771273,3.786104605776739,34.42622950819672
MGC_1000_UP_3.0R_HALF,1000,UP,3.0,HALF,488,0.32786885245901637,33.19672131147541,asia_bias=INSIDE,168,0.38095238095238093,34.523809523809526,0.05308352849336456,1.3270882123341181,34.42622950819672
MGC_1000_UP_6.0R_FULL,1000,UP,6.0,FULL,488,0.32172131147540983,18.647540983606557,orb_size=SMALL,434,0.37557603686635943,19.5852534562212,0.0538547253909496,0.937712472614642,88.9344262295082
MGC_1800_UP_6.0R_HALF,1800,UP,6.0,HALF,486,0.2736625514403292,18.106995884773664,pre_orb_trend=BEARISH,181,0.35911602209944754,19.337016574585636,0.08545347065911835,1.2300206898119725,37.242798353909464
MGC_1000_UP_3.0R_FULL,1000,UP,3.0,FULL,488,0.2336065573770492,30.737704918032787,asia_bias=ABOVE,198,0.35858585858585856,33.83838383838384,0.12497930120880937,3.1006789203510543,40.57377049180328
MGC_1100_UP_3.0R_FULL,1100,UP,3.0,FULL,475,0.15157894736842106,28.421052631578945,asia_bias=ABOVE,196,0.3469387755102041,33.16326530612245,0.19535982814178302,4.742212674543502,41.26315789473684
MGC_1000_UP_2.0R_FULL,1000,UP,2.0,FULL,488,0.20491803278688525,40.16393442622951,asia_bias=INSIDE,168,0.3392857142857143,44.642857142857146,0.13436768149882905,4.478922716627636,34.42622950819672
MGC_1100_UP_6.0R_HALF,1100,UP,6.0,HALF,475,0.2168421052631579,17.263157894736842,pre_orb_trend=BEARISH,184,0.33695652173913043,19.021739130434785,0.12011441647597254,1.7585812356979424,38.73684210526316
MGC_0900_UP_4.0R_FULL,0900,UP,4.0,FULL,499,0.006012024048096192,19.639278557114228,asia_bias=ABOVE,203,0.33497536945812806,26.108374384236456,0.32896334541003186,6.469095827122228,40.6813627254509
MGC_1100_UP_4.0R_HALF,1100,UP,4.0,HALF,475,0.14947368421052631,22.94736842105263,asia_bias=ABOVE,196,0.33163265306122447,26.53061224489796,0.18215896885069816,3.5832438238453292,41.26315789473684
MGC_2300_UP_3.0R_FULL,2300,UP,3.0,FULL,410,-0.16341463414634147,19.75609756097561,asia_bias=ABOVE,173,0.32947976878612717,31.79190751445087,0.49289440293246867,12.035809953475258,42.19512195121951
MGC_2300_DOWN_8.0R_FULL,2300,DOWN,8.0,FULL,385,-0.37922077922077924,4.935064935064935,asia_bias=BELOW,119,0.31932773109243695,10.92436974789916,0.6985485103132162,5.989304812834225,30.909090909090907
MGC_1800_UP_2.0R_FULL,1800,UP,2.0,FULL,486,0.03909465020576132,34.5679012345679,asia_bias=ABOVE,198,0.3181818181818182,43.93939393939394,0.27908716797605687,9.37149270482604,40.74074074074074
MGC_1000_UP_3.0R_FULL,1000,UP,3.0,FULL,488,0.2336065573770492,30.737704918032787,pre_orb_trend=BULLISH,205,0.3170731707317073,32.6829268292683,0.08346661335465813,1.9452219112355102,42.00819672131148
MGC_1000_UP_2.0R_FULL,1000,UP,2.0,FULL,488,0.20491803278688525,40.16393442622951,pre_orb_trend=BULLISH,205,0.3170731707317073,43.90243902439025,0.11215513794482207,3.7385045981607377,42.00819672131148
MGC_2300_UP_6.0R_FULL,2300,UP,6.0,FULL,410,-0.23170731707317074,9.268292682926829,asia_bias=ABOVE,173,0.31213872832369943,16.184971098265898,0.5438460453968702,6.916678415339069,42.19512195121951
MGC_1100_UP_8.0R_FULL,1100,UP,8.0,FULL,475,-0.24842105263157896,7.157894736842104,asia_bias=ABOVE,196,0.3112244897959184,12.755102040816327,0.5596455424274973,5.597207303974223,41.26315789473684
MGC_1800_UP_3.0R_HALF,1800,UP,3.0,HALF,486,0.18724279835390947,29.629629629629626,pre_orb_trend=BEARISH,181,0.30939226519337015,32.59668508287293,0.12214946683946068,2.9670554532433044,37.242798353909464
MGC_1800_UP_8.0R_HALF,1800,UP,8.0,HALF,486,0.25102880658436216,13.786008230452676,pre_orb_trend=BULLISH,216,0.3055555555555556,14.351851851851851,0.05452674897119342,0.5658436213991749,44.44444444444444
MGC_1800_UP_2.0R_HALF,1800,UP,2.0,HALF,486,0.08024691358024691,36.0082304526749,asia_bias=ABOVE,198,0.30303030303030304,43.43434343434344,0.22278338945005613,7.426112981668538,40.74074074074074
MGC_0900_UP_8.0R_HALF,0900,UP,8.0,HALF,499,-0.012024048096192385,10.821643286573146,asia_bias=ABOVE,203,0.30049261083743845,14.285714285714285,0.31251665893363084,3.464070999141139,40.6813627254509
MGC_1100_UP_2.0R_FULL,1100,UP,2.0,FULL,475,0.11789473684210526,37.05263157894737,asia_bias=ABOVE,196,0.28061224489795916,42.3469387755102,0.1627175080558539,5.294307196562833,41.26315789473684
MGC_2300_UP_2.0R_FULL,2300,UP,2.0,FULL,410,-0.06341463414634146,30.48780487804878,asia_bias=ABOVE,173,0.2774566473988439,41.61849710982659,0.34087128154518537,11.130692231777811,42.19512195121951
MGC_1100_UP_4.0R_HALF,1100,UP,4.0,HALF,475,0.14947368421052631,22.94736842105263,pre_orb_trend=BEARISH,184,0.27717391304347827,25.543478260869566,0.12770022883295196,2.596109839816936,38.73684210526316
MGC_1800_UP_4.0R_HALF,1800,UP,4.0,HALF,486,0.13580246913580246,22.633744855967077,pre_orb_trend=BEARISH,181,0.27624309392265195,25.41436464088398,0.1404406247868495,2.7806197849169045,37.242798353909464
MGC_1000_UP_2.0R_HALF,1000,UP,2.0,HALF,488,0.1680327868852459,38.9344262295082,pre_orb_trend=BULLISH,205,0.2731707317073171,42.4390243902439,0.1051379448220712,3.5045981607357035,42.00819672131148
MGC_1000_UP_2.0R_HALF,1000,UP,2.0,HALF,488,0.1680327868852459,38.9344262295082,asia_bias=ABOVE,198,0.2727272727272727,42.42424242424242,0.10469448584202681,3.4898161947342246,40.57377049180328
MGC_1100_UP_3.0R_HALF,1100,UP,3.0,HALF,475,0.12842105263157894,28.210526315789476,asia_bias=ABOVE,196,0.2653061224489796,31.63265306122449,0.13688506981740067,3.4221267454350155,41.26315789473684
MGC_1000_UP_2.0R_FULL,1000,UP,2.0,FULL,488,0.20491803278688525,40.16393442622951,asia_bias=ABOVE,198,0.25757575757575757,41.91919191919192,0.05265772478887232,1.7552574929624072,40.57377049180328
MGC_1100_UP_8.0R_HALF,1100,UP,8.0,HALF,475,0.12421052631578948,12.210526315789473,pre_orb_trend=BEARISH,184,0.2554347826086957,13.586956521739129,0.13122425629290618,1.3764302059496565,38.73684210526316
MGC_2300_UP_3.0R_HALF,2300,UP,3.0,HALF,410,-0.05609756097560976,23.414634146341466,asia_bias=ABOVE,173,0.2543352601156069,31.213872832369944,0.31043282109121667,7.7992386860284775,42.19512195121951
MGC_0900_UP_6.0R_HALF,0900,UP,6.0,HALF,499,0.04408817635270541,14.829659318637276,asia_bias=INSIDE,171,0.23391812865497075,17.543859649122805,0.18982995230226535,2.7142003304855287,34.2685370741483
MGC_1000_UP_2.0R_HALF,1000,UP,2.0,HALF,488,0.1680327868852459,38.9344262295082,asia_bias=INSIDE,168,0.23214285714285715,41.07142857142857,0.06411007025761126,2.137002341920372,34.42622950819672
MGC_1100_UP_3.0R_FULL,1100,UP,3.0,FULL,475,0.15157894736842106,28.421052631578945,asia_bias=INSIDE,168,0.23214285714285715,30.357142857142854,0.08056390977443609,1.936090225563909,35.368421052631575
MGC_1100_UP_2.0R_HALF,1100,UP,2.0,HALF,475,0.07368421052631578,35.78947368421053,asia_bias=ABOVE,196,0.22448979591836735,40.816326530612244,0.15080558539205158,5.026852846401717,41.26315789473684
MGC_2300_UP_2.0R_HALF,2300,UP,2.0,HALF,410,0.0024390243902439024,33.41463414634146,asia_bias=ABOVE,173,0.2138728323699422,40.46242774566474,0.2114338079796983,7.047793599323278,42.19512195121951
MGC_2300_DOWN_2.0R_HALF,2300,DOWN,2.0,HALF,385,-0.14285714285714285,28.57142857142857,asia_bias=BELOW,119,0.21008403361344538,40.33613445378151,0.3529411764705882,11.764705882352942,30.909090909090907
MGC_1100_UP_4.0R_FULL,1100,UP,4.0,FULL,475,0.1431578947368421,22.105263157894736,pre_orb_trend=BULLISH,201,0.208955223880597,23.383084577114428,0.06579732914375491,1.2778214192196913,42.31578947368421
MGC_1100_UP_3.0R_FULL,1100,UP,3.0,FULL,475,0.15157894736842106,28.421052631578945,pre_orb_trend=BEARISH,184,0.20652173913043478,29.891304347826086,0.05494279176201372,1.470251716247141,38.73684210526316
MGC_1100_UP_3.0R_HALF,1100,UP,3.0,HALF,475,0.12842105263157894,28.210526315789476,pre_orb_trend=BEARISH,184,0.1956521739130435,29.891304347826086,0.06723112128146455,1.68077803203661,38.73684210526316
MGC_1100_UP_2.0R_FULL,1100,UP,2.0,FULL,475,0.11789473684210526,37.05263157894737,pre_orb_trend=BEARISH,184,0.1793478260869565,39.130434782608695,0.06145308924485125,2.0778032036613254,38.73684210526316
MGC_0900_UP_3.0R_FULL,0900,UP,3.0,FULL,499,-0.036072144288577156,23.647294589178355,asia_bias=ABOVE,203,0.16748768472906403,28.57142857142857,0.2035598290176412,4.924133982250215,40.6813627254509
MGC_1800_UP_3.0R_FULL,1800,UP,3.0,FULL,486,0.09259259259259259,27.160493827160494,pre_orb_trend=BULLISH,216,0.16666666666666666,29.166666666666668,0.07407407407407407,2.006172839506174,44.44444444444444
MGC_0900_UP_6.0R_HALF,0900,UP,6.0,HALF,499,0.04408817635270541,14.829659318637276,asia_bias=ABOVE,203,0.1477832512315271,16.25615763546798,0.1036950748788217,1.4264983168307026,40.6813627254509
MGC_1100_UP_6.0R_FULL,1100,UP,6.0,FULL,475,0.05263157894736842,14.105263157894738,pre_orb_trend=BEARISH,184,0.13043478260869565,15.217391304347828,0.07780320366132723,1.1121281464530899,38.73684210526316
MGC_1000_DOWN_6.0R_FULL,1000,DOWN,6.0,FULL,480,-0.08333333333333333,12.916666666666668,pre_orb_trend=BULLISH,201,0.12935323383084577,15.92039800995025,0.2126865671641791,3.0037313432835813,41.875
MGC_1100_DOWN_4.0R_HALF,1100,DOWN,4.0,HALF,457,0.0175054704595186,20.350109409190374,asia_bias=INSIDE,155,0.12903225806451613,22.58064516129032,0.11152678760499753,2.2305357520999465,33.91684901531728
MGC_0900_UP_4.0R_HALF,0900,UP,4.0,HALF,499,0.014028056112224449,20.240480961923847,asia_bias=INSIDE,171,0.11695906432748537,22.22222222222222,0.10293100821526092,1.9817412602983744,34.2685370741483
MGC_1800_UP_2.0R_FULL,1800,UP,2.0,FULL,486,0.03909465020576132,34.5679012345679,pre_orb_trend=BEARISH,181,0.11602209944751381,37.01657458563536,0.07692744924175249,2.4486733510674625,37.242798353909464
MGC_2300_UP_2.0R_HALF,2300,UP,2.0,HALF,410,0.0024390243902439024,33.41463414634146,orb_size=SMALL,270,0.1111111111111111,37.03703703703704,0.1086720867208672,3.622402890695575,65.85365853658537
MGC_1100_DOWN_3.0R_HALF,1100,DOWN,3.0,HALF,457,0.03282275711159737,25.82056892778993,asia_bias=INSIDE,155,0.10967741935483871,27.741935483870968,0.07685466224324133,1.9213665560810362,33.91684901531728
MGC_0900_DOWN_2.0R_HALF,0900,DOWN,2.0,HALF,473,-0.035940803382663845,32.1353065539112,asia_bias=ABOVE,175,0.09714285714285714,36.57142857142857,0.13308366052552098,4.43612201751737,36.99788583509514
MGC_1000_DOWN_4.0R_FULL,1000,DOWN,4.0,FULL,480,-0.08958333333333333,18.125,pre_orb_trend=BULLISH,201,0.0945273631840796,21.890547263681594,0.18411069651741294,3.7655472636815936,41.875
MGC_1800_UP_6.0R_FULL,1800,UP,6.0,FULL,486,0.0102880658436214,13.991769547325102,pre_orb_trend=BULLISH,216,0.09259259259259259,15.277777777777779,0.0823045267489712,1.2860082304526763,44.44444444444444
MGC_1000_DOWN_8.0R_FULL,1000,DOWN,8.0,FULL,480,-0.19791666666666666,8.75,pre_orb_trend=BULLISH,201,0.08955223880597014,11.940298507462686,0.2874689054726368,3.1902985074626855,41.875
MGC_1800_DOWN_4.0R_FULL,1800,DOWN,4.0,FULL,450,-0.1288888888888889,17.11111111111111,pre_orb_trend=BEARISH,168,0.08333333333333333,21.428571428571427,0.2122222222222222,4.317460317460316,37.333333333333336
MGC_2300_UP_4.0R_HALF,2300,UP,4.0,HALF,410,-0.024390243902439025,19.26829268292683,orb_size=SMALL,270,0.08148148148148149,21.48148148148148,0.1058717253839205,2.2131887985546506,65.85365853658537
MGC_1800_DOWN_2.0R_FULL,1800,DOWN,2.0,FULL,450,-0.04888888888888889,31.555555555555554,asia_bias=INSIDE,164,0.07926829268292683,35.97560975609756,0.12815718157181571,4.420054200542008,36.44444444444444
MGC_0900_UP_2.0R_FULL,0900,UP,2.0,FULL,499,-0.050100200400801605,31.262525050100198,asia_bias=ABOVE,203,0.07881773399014778,35.467980295566505,0.1289179343909494,4.2054552454663074,40.6813627254509
MGC_1800_DOWN_3.0R_FULL,1800,DOWN,3.0,FULL,450,-0.09555555555555556,22.444444444444443,pre_orb_trend=BEARISH,168,0.07738095238095238,26.785714285714285,0.17293650793650794,4.341269841269842,37.333333333333336
MGC_1800_DOWN_2.0R_FULL,1800,DOWN,2.0,FULL,450,-0.04888888888888889,31.555555555555554,pre_orb_trend=BEARISH,168,0.07738095238095238,35.714285714285715,0.12626984126984128,4.158730158730162,37.333333333333336
MGC_2300_DOWN_2.0R_FULL,2300,DOWN,2.0,FULL,385,-0.03116883116883117,31.68831168831169,orb_size=MEDIUM,131,0.07633587786259542,34.35114503816794,0.10750470903142659,2.6628333498562533,34.02597402597402
MGC_0900_DOWN_3.0R_FULL,0900,DOWN,3.0,FULL,473,-0.09090909090909091,22.621564482029598,asia_bias=INSIDE,164,0.07317073170731707,26.82926829268293,0.16407982261640797,4.2077038106533315,34.6723044397463
MGC_1800_DOWN_4.0R_HALF,1800,DOWN,4.0,HALF,450,-0.03333333333333333,19.333333333333332,pre_orb_trend=BEARISH,168,0.07142857142857142,21.428571428571427,0.10476190476190475,2.095238095238095,37.333333333333336
MGC_2300_UP_2.0R_HALF,2300,UP,2.0,HALF,410,0.0024390243902439024,33.41463414634146,pre_orb_trend=BEARISH,177,0.06779661016949153,35.59322033898305,0.06535758577924762,2.178586192641589,43.170731707317074
MGC_1100_DOWN_2.0R_HALF,1100,DOWN,2.0,HALF,457,0.00437636761487965,33.479212253829324,asia_bias=INSIDE,155,0.06451612903225806,35.483870967741936,0.06013976141737841,2.0046587139126117,33.91684901531728
MGC_1100_DOWN_2.0R_HALF,1100,DOWN,2.0,HALF,457,0.00437636761487965,33.479212253829324,pre_orb_trend=BEARISH,176,0.056818181818181816,35.22727272727273,0.05244181420330217,1.7480604734434024,38.51203501094092
MGC_1000_DOWN_3.0R_FULL,1000,DOWN,3.0,FULL,480,-0.10625,22.291666666666668,pre_orb_trend=BULLISH,201,0.05472636815920398,26.368159203980102,0.16097636815920396,4.076492537313435,41.875
MGC_2300_UP_2.0R_FULL,2300,UP,2.0,FULL,410,-0.06341463414634146,30.48780487804878,orb_size=SMALL,270,0.04814814814814815,34.44444444444444,0.11156278229448961,3.956639566395662,65.85365853658537
MGC_2300_UP_3.0R_HALF,2300,UP,3.0,HALF,410,-0.05609756097560976,23.414634146341466,orb_size=SMALL,270,0.044444444444444446,25.925925925925924,0.1005420054200542,2.5112917795844574,65.85365853658537
MGC_1100_DOWN_6.0R_HALF,1100,DOWN,6.0,HALF,457,-0.09409190371991247,12.910284463894966,pre_orb_trend=BULLISH,196,0.03571428571428571,14.795918367346939,0.1298061894341982,1.8856339034519731,42.88840262582057
MGC_1800_DOWN_2.0R_HALF,1800,DOWN,2.0,HALF,450,-0.006666666666666667,33.111111111111114,pre_orb_trend=BEARISH,168,0.03571428571428571,34.523809523809526,0.04238095238095238,1.4126984126984112,37.333333333333336
MGC_0900_DOWN_6.0R_FULL,0900,DOWN,6.0,FULL,473,-0.08668076109936575,12.896405919661733,asia_bias=INSIDE,164,0.03048780487804878,14.634146341463413,0.11716856597741453,1.7377404218016803,34.6723044397463
MGC_0900_UP_8.0R_HALF,0900,UP,8.0,HALF,499,-0.012024048096192385,10.821643286573146,asia_bias=INSIDE,171,0.023391812865497075,11.11111111111111,0.03541586096168946,0.28946782453796516,34.2685370741483
MGC_2300_UP_3.0R_HALF,2300,UP,3.0,HALF,410,-0.05609756097560976,23.414634146341466,pre_orb_trend=BEARISH,177,0.022598870056497175,25.423728813559322,0.07869643103210694,2.0090946672178553,43.170731707317074
MGC_1000_DOWN_2.0R_FULL,1000,DOWN,2.0,FULL,480,-0.075,30.833333333333336,pre_orb_trend=BULLISH,201,0.014925373134328358,33.83084577114428,0.08992537313432836,2.997512437810947,41.875
MGC_2300_DOWN_3.0R_FULL,2300,DOWN,3.0,FULL,385,-0.04415584415584416,22.597402597402596,pre_orb_trend=BEARISH,143,0.013986013986013986,24.475524475524477,0.05814185814185814,1.8781218781218811,37.142857142857146
MGC_0900_UP_3.0R_HALF,0900,UP,3.0,HALF,499,-0.052104208416833664,23.647294589178355,asia_bias=INSIDE,171,0.011695906432748537,25.146198830409354,0.0638001148495822,1.4989042412309992,34.2685370741483
MGC_0900_UP_3.0R_FULL,0900,UP,3.0,FULL,499,-0.036072144288577156,23.647294589178355,asia_bias=INSIDE,171,0.005847953216374269,24.561403508771928,0.041920097504951424,0.9141089195935734,34.2685370741483
