family_id,instrument,orb_time,direction,rr,sl_mode,trades,wins,losses,win_rate,avg_r,total_r,max_drawdown,profit_factor,split1_trades,split1_avg_r,split2_trades,split2_avg_r,split3_trades,split3_avg_r,positive_splits,stability_flag
MGC_1800_UP_8.0R_FULL,MGC,1800,UP,8.0,FULL,489,46,420,9.406952965235174,-0.10633946830265849,-52.0,83.0,0.8761904761904762,169,-0.05325443786982249,162,-0.012345679012345678,158,-0.25949367088607594,0,UNSTABLE
MGC_0900_DOWN_2.0R_FULL,MGC,0900,DOWN,2.0,FULL,474,141,333,29.746835443037973,-0.10759493670886076,-51.0,72.0,0.8468468468468469,168,-0.32142857142857145,155,-0.09032258064516129,151,0.11258278145695365,1,UNSTABLE
MGC_1000_DOWN_3.0R_FULL,MGC,1000,DOWN,3.0,FULL,481,107,373,22.245322245322246,-0.10810810810810811,-52.0,63.0,0.8605898123324397,173,-0.23699421965317918,155,-0.0967741935483871,153,0.026143790849673203,1,UNSTABLE
MGC_2300_UP_8.0R_HALF,MGC,2300,UP,8.0,HALF,412,38,351,9.223300970873787,-0.11407766990291263,-47.0,68.0,0.8660968660968661,141,-0.3971631205673759,133,0.015037593984962405,138,0.050724637681159424,2,STABLE
MGC_2300_UP_6.0R_HALF,MGC,2300,UP,6.0,HALF,412,50,347,12.135922330097088,-0.11407766990291263,-47.0,67.0,0.8645533141210374,141,-0.3829787234042553,133,0.09022556390977443,138,-0.036231884057971016,1,UNSTABLE
MGC_1000_DOWN_2.0R_HALF,MGC,1000,DOWN,2.0,HALF,481,142,339,29.521829521829524,-0.11434511434511435,-55.0,67.0,0.8377581120943953,173,-0.11560693641618497,155,-0.1870967741935484,153,-0.0392156862745098,0,UNSTABLE
MGC_1000_DOWN_3.0R_HALF,MGC,1000,DOWN,3.0,HALF,481,106,375,22.03742203742204,-0.11850311850311851,-57.0,68.0,0.848,173,-0.14450867052023122,155,-0.04516129032258064,153,-0.16339869281045752,0,UNSTABLE
MGC_1000_DOWN_2.5R_HALF,MGC,1000,DOWN,2.5,HALF,481,121,360,25.155925155925157,-0.11954261954261955,-57.5,79.0,0.8402777777777778,173,-0.08959537572254335,155,-0.16451612903225807,153,-0.10784313725490197,0,UNSTABLE
MGC_2300_DOWN_3.0R_HALF,MGC,2300,DOWN,3.0,HALF,386,84,300,21.761658031088082,-0.12435233160621761,-48.0,75.0,0.84,141,0.028368794326241134,126,-0.29365079365079366,119,-0.12605042016806722,1,UNSTABLE
MGC_0900_DOWN_6.0R_HALF,MGC,0900,DOWN,6.0,HALF,474,59,414,12.447257383966246,-0.12658227848101267,-60.0,101.0,0.855072463768116,168,-0.2916666666666667,155,-0.3161290322580645,151,0.25165562913907286,1,UNSTABLE
MGC_1100_DOWN_2.5R_FULL,MGC,1100,DOWN,2.5,FULL,459,113,342,24.618736383442265,-0.12962962962962962,-59.5,65.0,0.8260233918128655,160,-0.19375,141,-0.18085106382978725,158,-0.0189873417721519,0,UNSTABLE
MGC_1800_DOWN_4.0R_FULL,MGC,1800,DOWN,4.0,FULL,453,77,369,16.99779249448124,-0.1346578366445916,-61.0,82.0,0.8346883468834688,154,0.09090909090909091,148,-0.28378378378378377,151,-0.2185430463576159,1,UNSTABLE
MGC_2300_DOWN_6.0R_FULL,MGC,2300,DOWN,6.0,FULL,386,40,293,10.362694300518134,-0.13730569948186527,-53.0,96.0,0.8191126279863481,141,-0.18439716312056736,126,-0.21428571428571427,119,0.0,0,UNSTABLE
MGC_2300_UP_4.0R_FULL,MGC,2300,UP,4.0,FULL,412,65,317,15.776699029126215,-0.1383495145631068,-57.0,70.0,0.8201892744479495,141,-0.1773049645390071,133,-0.20300751879699247,138,-0.036231884057971016,0,UNSTABLE
MGC_1100_DOWN_3.0R_FULL,MGC,1100,DOWN,3.0,FULL,459,97,357,21.13289760348584,-0.1437908496732026,-66.0,74.0,0.8151260504201681,160,-0.275,141,-0.09219858156028368,158,-0.056962025316455694,0,UNSTABLE
MGC_2300_DOWN_2.0R_HALF,MGC,2300,DOWN,2.0,HALF,386,110,276,28.497409326424872,-0.14507772020725387,-56.0,70.0,0.7971014492753623,141,-0.0425531914893617,126,-0.19047619047619047,119,-0.2184873949579832,0,UNSTABLE
MGC_0900_DOWN_3.0R_HALF,MGC,0900,DOWN,3.0,HALF,474,101,373,21.308016877637133,-0.14767932489451477,-70.0,98.0,0.8123324396782842,168,-0.3333333333333333,155,-0.25161290322580643,151,0.16556291390728478,1,UNSTABLE
MGC_1100_DOWN_4.0R_FULL,MGC,1100,DOWN,4.0,FULL,459,76,375,16.55773420479303,-0.15468409586056645,-71.0,75.0,0.8106666666666666,160,-0.2875,141,-0.0425531914893617,158,-0.12025316455696203,0,UNSTABLE
MGC_2300_UP_3.0R_FULL,MGC,2300,UP,3.0,FULL,412,82,311,19.902912621359224,-0.15776699029126215,-65.0,75.0,0.7909967845659164,141,-0.1773049645390071,133,-0.17293233082706766,138,-0.12318840579710146,0,UNSTABLE
MGC_1000_DOWN_4.0R_HALF,MGC,1000,DOWN,4.0,HALF,481,81,400,16.839916839916842,-0.158004158004158,-76.0,93.0,0.81,173,-0.2774566473988439,155,0.03225806451612903,153,-0.21568627450980393,1,UNSTABLE
MGC_0900_DOWN_4.0R_FULL,MGC,0900,DOWN,4.0,FULL,474,79,391,16.666666666666664,-0.15822784810126583,-75.0,94.0,0.8081841432225064,168,-0.31547619047619047,155,-0.2,151,0.059602649006622516,1,UNSTABLE
MGC_1800_DOWN_6.0R_HALF,MGC,1800,DOWN,6.0,HALF,453,54,398,11.920529801324504,-0.16335540838852097,-74.0,104.0,0.8140703517587939,154,0.13636363636363635,148,-0.3783783783783784,151,-0.2582781456953642,1,UNSTABLE
MGC_1100_DOWN_8.0R_HALF,MGC,1100,DOWN,8.0,HALF,459,42,412,9.15032679738562,-0.1655773420479303,-76.0,93.0,0.8155339805825242,160,-0.15625,141,-0.3546099290780142,158,-0.006329113924050633,0,UNSTABLE
MGC_2300_DOWN_8.0R_HALF,MGC,2300,DOWN,8.0,HALF,386,34,336,8.808290155440414,-0.16580310880829016,-64.0,99.0,0.8095238095238095,141,-0.18439716312056736,126,-0.24603174603174602,119,-0.058823529411764705,0,UNSTABLE
MGC_2300_DOWN_6.0R_HALF,MGC,2300,DOWN,6.0,HALF,386,44,332,11.398963730569948,-0.17616580310880828,-68.0,98.0,0.7951807228915663,141,-0.1702127659574468,126,-0.10317460317460317,119,-0.2605042016806723,0,UNSTABLE
MGC_2300_DOWN_4.0R_HALF,MGC,2300,DOWN,4.0,HALF,386,63,320,16.321243523316063,-0.17616580310880828,-68.0,89.0,0.7875,141,-0.1702127659574468,126,-0.1984126984126984,119,-0.15966386554621848,0,UNSTABLE
MGC_0900_DOWN_4.0R_HALF,MGC,0900,DOWN,4.0,HALF,474,78,396,16.455696202531644,-0.17721518987341772,-84.0,106.0,0.7878787878787878,168,-0.34523809523809523,155,-0.2903225806451613,151,0.12582781456953643,1,UNSTABLE
MGC_1000_DOWN_8.0R_HALF,MGC,1000,DOWN,8.0,HALF,481,43,436,8.93970893970894,-0.19126819126819128,-92.0,115.0,0.7889908256880734,173,-0.2138728323699422,155,-0.012903225806451613,153,-0.3464052287581699,0,UNSTABLE
MGC_1000_DOWN_8.0R_FULL,MGC,1000,DOWN,8.0,FULL,481,42,432,8.731808731808732,-0.1995841995841996,-96.0,111.0,0.7777777777777778,173,-0.36416184971098264,155,-0.06451612903225806,153,-0.1503267973856209,0,UNSTABLE
MGC_1100_DOWN_6.0R_FULL,MGC,1100,DOWN,6.0,FULL,459,49,391,10.675381263616558,-0.2113289760348584,-97.0,99.0,0.7519181585677749,160,-0.3,141,-0.18439716312056736,158,-0.14556962025316456,0,UNSTABLE
