orb_time,duration_min,sl_mode,rr,direction,trades,wins,win_rate,avg_r,total_r,annual_r,median_hold_hours,up_trades,down_trades,up_win_rate,down_win_rate
10:00,10,FULL,3.0,ANY,522,174,0.3333333333333333,0.3333333333333333,174.0,87.0,0.7333333333333333,265,257,0.37735849056603776,0.28793774319066145
10:00,10,FULL,5.0,ANY,518,115,0.222007722007722,0.33204633204633205,172.0,86.0,0.8666666666666667,263,255,0.25475285171102663,0.18823529411764706
11:00,15,QUARTER,5.0,ANY,523,116,0.22179732313575526,0.33078393881453155,173.0,86.5,0.23333333333333334,268,255,0.2462686567164179,0.19607843137254902
11:00,30,QUARTER,2.0,ANY,523,232,0.4435946462715105,0.33078393881453155,173.0,86.5,0.18333333333333332,274,249,0.45985401459854014,0.42570281124497994
09:00,30,QUARTER,1.5,ANY,523,278,0.5315487571701721,0.32887189292543023,172.0,86.0,0.08333333333333333,257,266,0.5603112840466926,0.5037593984962406
10:00,15,HALF,1.5,ANY,523,278,0.5315487571701721,0.32887189292543023,172.0,86.0,0.18333333333333332,271,252,0.6014760147601476,0.45634920634920634
09:00,30,QUARTER,2.0,ANY,523,231,0.4416826003824092,0.32504780114722753,170.0,85.0,0.1,257,266,0.4708171206225681,0.41353383458646614
10:00,10,FULL,4.0,ANY,519,137,0.26396917148362237,0.3198458574181118,166.0,83.0,0.8166666666666667,263,256,0.29277566539923955,0.234375
11:00,30,HALF,5.0,ANY,505,111,0.2198019801980198,0.3188118811881188,161.0,80.5,1.5,260,245,0.2153846153846154,0.22448979591836735
11:00,30,QUARTER,1.0,ANY,523,344,0.6577437858508605,0.3154875717017208,165.0,82.5,0.06666666666666667,274,249,0.6642335766423357,0.6506024096385542
10:00,15,HALF,1.0,ANY,523,343,0.655831739961759,0.31166347992351817,163.0,81.5,0.11666666666666667,271,252,0.7232472324723247,0.5833333333333334
10:00,10,HALF,1.5,ANY,523,274,0.5239005736137667,0.30975143403441685,162.0,81.0,0.13333333333333333,266,257,0.5902255639097744,0.45525291828793774
09:00,5,HALF,5.0,ANY,523,114,0.2179732313575526,0.3078393881453155,161.0,80.5,0.35,273,250,0.2271062271062271,0.208
10:00,10,HALF,1.0,ANY,523,342,0.6539196940726577,0.3078393881453155,161.0,80.5,0.08333333333333333,266,257,0.7142857142857143,0.5914396887159533
09:00,15,HALF,1.0,ANY,523,341,0.6520076481835564,0.30401529636711283,159.0,79.5,0.13333333333333333,269,254,0.6171003717472119,0.6889763779527559
09:00,15,HALF,2.0,ANY,523,227,0.4340344168260038,0.30210325047801145,158.0,79.0,0.2833333333333333,269,254,0.40148698884758366,0.468503937007874
